user,waktu,review
gadget id,5 tahun lalu,"Sementara satu dulu ya.
Buat aparat yang berwenang tolong ditertibkan ya!!!
Wisata gunung kelud kan sedang ditutup karena korona. Jika anda berkunjung ke …"
UNIVERSAL CHANNEL,7 tahun lalu,"Destinasi yang wow untuk kita kunjungi di daerah kediri,yaitu gunung kelud.
Alam yang begitu masih sejuk dan tempat yang cocok untuk traveler yang ingin foto foto"
Ayu,7 tahun lalu,"Ada adrenalin track jeep yg recomendeed disini.... di sebelah kanan pintu masuk, kamu hatus coba ke puncak kelud naik jeep"
yoogha1725,7 tahun lalu,"Visited Kelud before eruption. The lake was bubbling, and this place is nice. Not so difficult to reach because the management provide stairs and track to follow to the crater. But I don't know how it looks like after eruption."
Bibi Wahyu Citra,4 tahun lalu,"Gak pernah sampe ke puncaknya sih, cuma main main aja di lerengnya. View nya kece banget."
Purnomo Skh,6 tahun lalu,"Foto2 koleksi sy,sdh usaha sy tampilkan,dimana itu foto sy ambil sejak danau kawah masih ada yg bgtu luas dan ada perahu karet jg didanau,.sblm muncul anak gunung ditengah danau thn 2007 dan sblm anak gunung yg muncul ditengah danau kawah …"
Kreasi Era,3 tahun lalu,"sejuk dan terawat, keren pengelolanya, banyak fasilitas tambahan yg kekinian..."
indah 07,4 tahun lalu,Sungguh luar biasa ciptaan yg maha kuasa... perlu trus di jadwalkan hiking kesana lagi n lagi.   View yg menawan
Francisca Leny,4 tahun lalu,"Sejak meletus berapa th yg lalu banyak perubahan, akses jalannya bagus cm kalua mau ke lokasi lebih baik naik ojeg karna jauh & jalan menajak"
Ina Wati,4 tahun lalu,"Pemandangan bgs, baik untuk menguji kekuatan goweser krn tanjakannya ekstrim."
Leobardus 18,6 tahun lalu,"Sudah mulai berbenah lagi setelah 6 tahun yang lalu mengeluarkan amarahnya, sekarang juga mulai banyak taman2 disepanjang jalan menuju Gn Kelud"
anthony rifki,7 tahun lalu,"tempat yang bagus untuk berwisata bersama keluarga, untuk bisa melihat kawah diperlukan perjalanan agak jauh tapi terbayar ketika melihat kawahnya"
SyahraNf,setahun lalu,Bagus
Imam safi 1602,7 tahun lalu,"Salah satu destinasi bagi para pecandu ketinggian, walaupun tidak terlalu tinggi gunung ini mempunyai medan tracking yang cukup membuat kaki lelah, seperti kebanyakan gunung gunung yang mempunyai jarak pendakian yang pendek, maka jalurnya pun akan di penuhi tanjakan, jadi harus penuh persiapan mental dan fisik untuk dapat ke kawah nya."
sadgas,6 tahun lalu,tempat yang bagus..karena kita bisa melihat kawah dri atas... dan jalur pendakian bisa lewat blitar...
Adhi Permana,setahun lalu,"Pemandangan sangat indah, hawa sejuk dan dingin"
Batman,8 tahun lalu,Pemandangan sangat bagus. Cuaca sejuk. Dingin jika hujan.. bisa mandi di kolam air panas. Outbond. Dll
King Karebet,2 tahun lalu,Pemandangan sangat bagus sdh main kesini berkali kali tp ttp ngangeni. Mantap
Afin M,5 tahun lalu,"Tempat yg selalu bikin kangen, sejuk, pemandangan bagus, cocok buat yg hobby foto dengan background pemandangan alam..."
Antoxbldw 2,7 tahun lalu,Keren treknya bervariasi jd ngga ngebosenin benar seperti yg dikatakan tour guide nya (via Karangrejo)
Ronaldus E. kanjar,setahun lalu,"Tempatnya adem banget, keren buat foto foto"
Dio Rama,4 tahun lalu,"Htm nya brapa ya , tolong kasih tau lurd , sama mau tanya apa ke area kawah wajib ngojek , ga boleh jalan kaki ??????"
Vicky Zaynul Firmansyah,7 tahun lalu,Bagus. Tpi sebaiknya akses jalan menuju puncak gunung dari blitar diperbaiki. Karena sangat tidak aman(rusak)
Riza Eka Silvia,Diedit 8 tahun lalu,Nyesel nggak sampe' ke puncaknya
Allvice Juminten,3 tahun lalu,Ga sampai puncak tp pemandangan bagus banget ma syaa Allah
lisser adventure,7 tahun lalu,"santai dulu. untuk tour bromo, open trip tiap hari follow ig @lisseradventure. untuk photo kelud lainya cek ig @ed.sanjaya"
Bayu Sari,6 tahun lalu,Tempatnya sejuk dan pemandangannya indah
Boy kitchen,6 tahun lalu,Perjalanan sedikit melelahkan tp semua itu terbayar dengan keindahan kawah gunung kelud
Ilfi Rokhmani,9 tahun lalu,"All I can is,I wanna spend my days here ❤"
Malik Aziz,8 bulan lalu,Majestic of kelud 🔥 …
Atika Laila Rahmatillah,5 tahun lalu,"Sangat indah
Is the best pkoknya😘 …"
Ismeianto GionoAdi,6 tahun lalu,"I went there by motorbike from Pare. I spent about two hours. And continue sumit by ojek. It 40 thousand rupiah vice versa.
The scinery is amazing. The Crater is green and the weather was just find.
But remember don'be too late. It closed at 4 pm."
Ogy Hermawan,2 tahun lalu,Udah kesini beli tiket tapi jam masuk dibataasi jadi saya tidak bisa naik.. Kecewa skalli udah naik tinggal dkit ga boleeh masuk trs beli tiket ini buaat apa????
Maisyarah Khz,4 tahun lalu,"Perjalan yang sangat menyenangkan ,, wisata alam gunung yg mudah untuk di kunjungi"
ana auliya,7 tahun lalu,"Pertama kali ke gunung ya ke gunung Kelud ini, baru Minggu kemarin kesana. Perjuangan banget bisa sampe sana, meskipun gag sebagus dulu, tapi masih bisa bagus lah buat pengalaman pertama,,"
ahmad mulyanto,5 tahun lalu,"Gunung Kelud terletak di dua wilayah kabupaten Kediri dan Blitar.
Gunung Kelud ini tergolong berapi aktif dan beberapa kali mengalami erupsi. Alam di sekitar gunung Kelud sangatlah indah dan subur. Rekomended banget buat di kunjungi"
Bambang Muljono,3 tahun lalu,"Tempat Wisata Pemandangan yg Apik, apalagi bila di tambahi fasilitas Aula utk tempat duduk santai menikmati pemandangan Pegunungan"
haidar ali ID,8 tahun lalu,"Banyak orang jual nanas di bawah. Di atas pemandangannya indah, tetapi banyak kabut yang menyelimuti. Cukup dingin dan sejuk."
Yulianto,Diedit 6 tahun lalu,"Gunung Kelud adalah gunung berapi bersifat explosive. Setelah meletus beberapa tahun silam, salah satu objek wisata andalan Kabupaten Kediri adalah Gunung Kelud , semakin banyak dikunjungi wisatawan baik domestik maupun mancanegara. …"
Dwi,Diedit 2 tahun lalu,Sejenak bersantai luangkan waktu di alam bebas dengan seduhan kopi panas
Rahma Rizki,5 tahun lalu,a very amazing place with a fresh panorama in the eyes surrounded by thick and cold fog to make things more comfortable. a trip full of inclines is not an obstacle.
ONLY SUB INDO,3 tahun lalu,Tempat wisata langganan sangat suka dgn pemandangan alamnya. Tp sayang skali untuk kali ini dikecewakan dgn attitude oknum di penjualan tiket. Begitu santainya mempermalukan saya didepan org bnyak dan karyawan lainnya dgn melontarkan …
Surya bin soeradji,4 tahun lalu,"msh setengah perjalanan,..."
farida khoir,6 tahun lalu,Pemandangan yang bagus😍 eksotis Indonesia🤗 …
Mom Andar,8 tahun lalu,pemandangan bagus dan udara sejuk. siapkan stamina karena harus mendaki dr tempat parkir
Winda arja,5 tahun lalu,"Pemandangan sangat bagus, hanya saja toilet umum tidak berfungsi lagi"
Andrik Kusbianto,6 tahun lalu,Gak bosan bolak-balik kesini 👍 …
Rizaldi,3 tahun lalu,"Indah, tapi jika mau masuk ke Kelud motor gabisa masuk harus ngojek ke ojek situ dengan harga lumayan tinggi"
Sendi Tristyan,7 tahun lalu,Keren sekali tempatnya..
Nahisa HS.,4 tahun lalu,"-Biaya ojek relatif mahal.
-Tidak tersedia warung diatas kawah kelud.
+Tersedia jasa foto"
Shaffiani Nurul Fajar,7 tahun lalu,"MasyaAllah...
Bisa dicapai dengan motor hingga batas parkiran teratas, tapi medan nya cukup menanjak."
Mufti Kusuma Adi,7 tahun lalu,Gunung & Pemandangan nya indah. Klo kesini sekalian mampir ke rumah makan sate bekicot depan polsek plosoklaten. Recommended lah. Mantapp..
Febby Imelda,6 tahun lalu,"Sekarang sudah banyak perubahan kayak jalannya uda di beton. Selalu rame di kunjungi , gak pernah bosen"
Rafli Ramadhan,Diedit 6 tahun lalu,Enak banget pemandangan nya. Ada ojeknya juga jadi aman kalo lelah
gempol colopot 87,8 tahun lalu,Pemandangan yang memanjakan mata....
Ganang Aditama,8 tahun lalu,"beautiful landscape with so unique active volcano. we should walk to reach the creater. for some people, that was difficult but, for other people, its easy because we only walk in aspahlt."
Yoyok Waluyo,3 tahun lalu,👍👍👍👍 …
Ris Delasta,8 tahun lalu,Sayang nya br di buka jam 7 pagi. Tidak d izinkan camping karena aktivitas gunung aktif
Evan Gepeng Trip,8 tahun lalu,"Keren banget tempatnya 😊
Saya dari Magelang Jawa Tengah , kebetulan lagi berkunjung di Wisata Gunung Kelud dapet kenalan cewek sini,  😄sudah di kasih ig nya tapi saya lupa karena kecapekan 😂 ,,  yg kenal sama cewek ini kasih tau saya ya 😊 …"
indojaya solution,setahun lalu,Alhamdulillah Daihatsu Ceria berhasil naik ke atas  💪 …
Novan Arif,setahun lalu,Menyala🔥 …
sport ch,7 tahun lalu,Jalannya bagus. Hanya saja kalau jarang ada toilet. Dan jalan menuju kawah masih di tutup
Asaadah Ida,8 tahun lalu,"Indah,menakjubkan,ada bukit teletubbies,taman hamok,rumah belanda,goa,air hangat,kawah,buah nanas murah mulai harga Rp.500"
Pagon Prakoso,sebulan lalu,Mantap
Adam Wisnu,6 tahun lalu,"Gunung kelud adalah salah satu gunung aktif di pulau Jawa, tepatnya di Jawa Timur, terbagi menjadi dua kabupaten yaitu kabupaten Kediri dan Kabupaten Blitar. Untuk mejunu ke Gunung Kelud bisa menggunakan sepeda motor atau pun mobil tetapi …"
Andi Nurdiansyah,6 tahun lalu,Pengalamab buruk .  Tiket udah beli tapi ga boleh naik sampe kawah kelud .. Sehrusnya ada pemberituan di bawah
dwi yuni,7 tahun lalu,"cocok buat pendaki pemula, medannya gak terlalu berat dan asik untuk adventure."
Siska Octavia Andreas,4 tahun lalu,tempat yg sangat indah dan sejuk untuk dikunjungi dikala sore hari
Nav,8 tahun lalu,salah satu tempat wisata yang ada di kediri. tempatnya yang sejuk dan indah mengundang banyak wisatan untuk datang
Pontjo Sri Santoso,9 tahun lalu,"Gunung kelud , banyak misteri alamnya, enak buat rekreasi, murah habis, penduduk lokalnya ramah , pokoknya siiiips dulurs"
Syamsul Arifin,4 tahun lalu,Pengalaman treknya yang sangat luar biasa menarik. Terutama via Karangrejo
RES_ BHANU,Diedit 7 tahun lalu,"Mantap, kepengen lagiiii"
Akasma Oriana,6 tahun lalu,Dulu pernah kesini sebelum meletus... sekarang belum kesana lagi dan belum tau bagaimana gunung kelud sekarang..  yang pasti tempat ini tuh bagus banget
Gusti putri,6 tahun lalu,"Meskipun pernah meletus dg sahsyat beberapa tahun lalu, namun letusan itu tidak mengurangi keindahan dari gunung kelud. Meskipun sedikit gersang, tidak seperti sebelumnya."
Dimas Prakasa,4 tahun lalu,masih banyak tempat nongkrong atau kopi disepanjang jalan menuju gunung kelud yang tutup.
AdheCandra15,4 tahun lalu,"Gunung Kelud merupakan salah satu gunung paling aktif di Indonesia. Gunung Kelud terletak di antara Kabupaten Kediri, Kabupaten Blitar dan Kabupaten Malang, Jawa Timur. Gunung Kelud berjenis stratovolcano atau gunung api aktif berbentuk …"
Nano Nana,6 tahun lalu,wisata andalan kediri raya
Ali Stuff,8 tahun lalu,View nya bagus sekali
Ester Wijayanti,4 tahun lalu,Memanjakan mata banget... Hawa bersahabat... Sejuk.. g usah takut makanan murah meriah...👍 …
Dukun Motor,6 tahun lalu,"Kurang rekomendasi,, masuk bayar mahal mau foto aja dipersulit suruh bayar ngemis2 buat beli pecel.mau ke puncak haruss ngojek 50k jalan kakii di tutup gerbang nyaa .klo gk boleh foto + jalan2 mending tutup aja tuh gunung,,,,buat pribadi …"
Ribka Suparsih,9 tahun lalu,"Ya jln menantang sih,  tempat lumayan sayang kurang menikmati aj krn banyak debu dn kdg berawan"
Hafidz AG,10 bulan lalu,"Mantapp pokoknya, yang suka tantangan wajib ke sini😁 …"
Ikhsanudin Al Faruq,6 tahun lalu,Nuansa'a yg keren tu' di ambil fotho dri manapun dan udara'a jga g' terlalu dingin ^ jdi y enk juga tu' refresing kluarga
Madani Najul,6 tahun lalu,Pemandangan yng indh saat saya pergi baru hujan.Bagus untuk foto2 krna bnyk kabut ny
zafrina Karina,6 tahun lalu,"Tempat wisata gunung kelud yang terletak di antara blitar dan kediri, mudah dijangkau, jalur lumayan mudah, ongkos masuk murah serta banyak wisata lain yang sejalur dengan wisata gunung kelud, seperti wisata kapung durian, taman, kampung …"
Rizky Wahyu,3 bulan lalu,Zeus bless you
Fredy Ya,4 tahun lalu,"Gunung Kelud di Kediri, Jawa Timur meletus sekitar pukul 22.50 WIB kemarin. Ribuan warga Kediri dan sekitarnya pun diungsikan demi menghindari hal-hal yang tak diinginkan. Gunung ini terakhir meletus pada tahun 2007 lalu. …"
Amelia Dwi Lestari,4 tahun lalu,Best place to visit
Errv,3 tahun lalu,Rute mudah . Jln lmyn bagus mudah djngkau . Hanya Rambu2 jln mnuju lokasi tidak bgtu jelas . Tapi kesemuanya akan terbayar oleh indahnya pmndangn
Slamet Cok_0805,8 tahun lalu,Gunung kelud memang mempunyai segudang keindahan yang bisa anda nikmati. Terletak sekitar 30 Km dari pusat Kota Kediri
Ayudewi Yanti,4 tahun lalu,"The view is amazing, but unfortunately the vehicle can't get to the top like it used to and have to take a motorcycle taxi."
Cipulska 24,8 tahun lalu,"tempat yg indah, sejuk.
sayang pas sampek puncak udh ga bis lihat kawah yg dulu"
Roni Aja,2 tahun lalu,Luar biasa bagusnya
Agiel A Dharmawan,8 tahun lalu,Salah satu destinasi wisata yang wajib dikunjungi bila berkunjung ke kediri. Jalan ke wisata sudah sangat nyaman aspal
FJ Saputra,4 tahun lalu,pengalaman gowes
Rudi Hariono,7 bulan lalu,Kenangan tk terlupakan.
Sholehudin Udin,8 bulan lalu,Tempatnya sejuk pol
Puji Widodo,3 tahun lalu,Setiap gunung memiliki sensasi pemandangan yg indah/menakjubkan.
yohan nanda,2 tahun lalu,Good sip... Rocomended
Suradi & Mufti,5 tahun lalu,"Gunung kelud adalah sebuah gunung berapi di jawa timur tergolong aktif.gunung ini Sejak tahun 1000 Masehi, telah meletus lebih dari 30 kali, letusan terakhir pada tahun 2014. Gunung ini berada di kabupaten kediri. Kabupaten Blitar. Kabupaten malang. Kalau sekarang lagi protokol kesehatan"
bayu vs everybody,3 tahun lalu,"Emang sih harus naik ojek, sebagian ojeknya ramahada juga orang yg kasar.."
Sakura Aprilia,2 tahun lalu,Sangat senang sekali...belajar sejarah sekaligus berwisata...
Cindy Dewi,Diedit 7 tahun lalu,"Panas sih, saya sarankan jgn lupa pakai topi jika kesini biar tidak silau,.  😀😀😀 udara nyaman karena bebas polusi,. …"
Meraki,9 tahun lalu,"Gunung kelud. Kalau kesini lebih ke arah rekreasi, bukan pendakian yg menantang loh ya, tp asik juga kok."
Dinatayan Day,2 tahun lalu,Meletusnya gunung ini pd th 1901 bersamaan dg lahirnya Bung Karno. Subhanallah...
Jaim- Production.com,6 tahun lalu,PENAMPAKAN GUNUNG KELUD
mrifqy Kurniawan,2 bulan lalu,Bagus
Arega Askur,5 tahun lalu,Jangan lupa jalan'' kesini ya tempatnya bagus pemendangan yg sangat indah mempesona 😀👍 …
Retjeh Channel,4 tahun lalu,"Mungkin baru buka krn ada pandemi, byk yg kurang terurus.
Tp udara nya di sana sejuk👍👍 …"
Amiin Rais,6 tahun lalu,"Pd thn 2014, Gn Kelud ini sempat menggemparkan sebagian wilayah di Indonesia (terutama di wilayah Pulau Jawa) karena letusannya yg sabgat dahsyat. Meski gunung ini berlokasi di Kediri (Jatim), abu letusannya menyebar sampai Bandung (Jabar)."
Ruth Guinevere Nadira Suyanto,7 tahun lalu,Tempat nya bagus pemandangan alamnya sangat indah sudah 10kali lebih kesini dan gak pernah bosan
Aji Supangkat,4 tahun lalu,"My familys favorite place to hange up, fresh air and beatiful landscape. You can to the kelud peak with hiking or ojeg with profesional ojeker."
edo ode,3 tahun lalu,"sblm covid batas parkir masih diatas / 1-3 km ke kawah (lokasi foto"" bagus banget hanya turun dari motor HTM 22rb menikmati pemandangan) …"
Fairuz Milkiy,7 tahun lalu,Pemandangannya bagus banget. Sayang saya gak dibolehkan liat kawahnya
Arfan Muhammad,3 tahun lalu,Bagus banget hanya saja fasilitas di dekat kawah masih kurang
heru roo,4 tahun lalu,"Jalan ke arah gunung kelud jika dari arah kediri kota lumayan bagus,sebagian jalan aspal sebagian jalan beton tapi hampir 90 persen cukup bagus,pengelolaan area wisata nya pun cukup baik,dengan biaya masuk per orang 10 rb,cukup murah.dengan …"
Yurika Kusuma Wardani,8 tahun lalu,"Tempat ini benar-benar seru, dengan harga tiket yang terjangkau kita sudah bisa menikmati berbagai fasilitas yang telah disediakan."
Farty Aldrin,2 tahun lalu,pegunungan yang sangat dingin dan pemandangannya yang sangat bagus d daerah pegunungan
Vicky Soun,2 bulan lalu,Siip
Nerzi Zel,6 tahun lalu,Pemandangan yang indah
YRS Keliling-keliling,7 tahun lalu,Subhanalloh. Apik bgt.
Andri Suryadi,5 tahun lalu,Dari parkir kendaraan menuju danau kawah ditempuh melalui ojek
Achmad Bilal Hamdani,7 tahun lalu,Pemandangan bagus. Banyak destinasi dan wahana wisata. Seperti one stop destination gitu lah.
Maulana,6 tahun lalu,"Suasana asri, sampai ke puncak bisa dilalui kendaraan bermotor (ojek motor)"
Muhammad Choirul Huda,setahun lalu,Muncak via karangrejo mantab
Dimas Kurniawan,6 tahun lalu,tempat yang sangat indah sejuk dan saat di  sini suasana nya tenang dan pemandangan luar biasa
segianto 39,7 tahun lalu,Udah meletus jadi mudah. ke puncak nya...debu nya jadi pupuk.. penduduk dapat pasir gratis..jadi segala sesuatu ada hikmah nya...🤓🤓🤓 …
Nyate KAMBING Skuyy (BANG KIKI HWI),7 tahun lalu,"Gunung kelud
Memiliki berjuta rahasia dan keindahan
Klw ke kediri jangan lewatkan moment anda yg bahagia
Dengan mengunjungi tempat yg indah ini"
Novita Dwi Kristanti,4 tahun lalu,wisata gunung kelud per oktober 2021 ini apakah sudah dibuka kembali?
Arya Pamungkas,6 tahun lalu,👍🏾 …
Dika Wahyudi,8 tahun lalu,"Setelah meletus perubahan sangat banyak akses parkir, dan tempat toilet dll jadi kurang memadai"
P. Ayung,6 tahun lalu,Tmptnya bagus udaranya dingin klo lgi kbut seperti hujan joss pokoke
Dimas Renaldi Angkawijaya,8 tahun lalu,Pemandangannya bagus
Karel,5 tahun lalu,"Gunung Kelud tutup Sampai tahun baru, bupati nya gk bener emang, padahal sudah new normal."
Yusuf Adi,8 tahun lalu,"G Kelud. Pemandangan nan amat indah. Karakter Gunungnya yg unik,a.at beda dg G Api yg lain."
fafa,setahun lalu,"butuh healing?! buruan kunjungi gunung kelud.
sejuk, asri, dan bersih"
Lutvi Yulian,10 bulan lalu,Pernh ndaki kesini bersama nizar
defender_t3,6 tahun lalu,"Sudah baik jalannya halus sampai kawah,meskipun tidak d bibir kawah...mantap..."
Adam Adam (Adam),7 tahun lalu,Tempat yang indah.. dan pemandangan yang bagus. Meski Beberapa tahun lalu pernah erupsi. Namun sekarang kembali di buka untuk umum..
Uun Fatmawati,4 tahun lalu,Tambahin shopping center dan tempat nongkrong atau ngopi di atas spertinya lebih menarik..
MMCNews tv,3 tahun lalu,Puncak Kelud tour MMC
Ponadi Ponadi,2 tahun lalu,"Slhstu wisata dngn pemandangan yang indah,menakjubkan"
Studio 13 Stationery Production,8 tahun lalu,"Wisata alam pegunungan gunung kelud,  hawanya sejuk segar,  dan banyak fasilitas lainnya."
